index,text,label
53,Thousands flock for glimpse of new Cambodian king as coronation &lt;b&gt;...&lt;/b&gt; PHNOM PENH : Thousands of Cambodians flocked to the royal palace to catch a glimpse of new King Norodom Sihamoni as his formal coronation period ended with the extinguishing of a candle.,0
54,Israel Urged to Limit Military Response (AP) AP - The State Department called on Israel Friday to limit its military response to a rocket attack by Hamas that killed two small Israeli children.,0
55,"Spacewalking Astronauts Replace Equipment CAPE CANAVERAL, Fla. - Leaving their orbiting outpost unmanned, the international space station's two astronauts floated outside on a spacewalk Friday and plugged in new antennas and replaced a worn-out piece of cooling equipment...",0
56,"India to build oil pipeline to Nepal India is to build a pipeline into Nepal to ensure smooth supply of petroleum products in the Himalayan nation torn by an increasingly violent Maoist insurgency, an oil official said on Thursday.",0
57,"AP Reporter Recalls Deng for His Humor (AP) AP - Many Americans remember the late Deng Xiaoping as a little man with big ideas at a Houston, Texas, barbecue grinning up at the cameras from under a ten-gallon hat.",0
58,Cranes rain down as peace gesture Millions of origami paper cranes yesterday rained down upon Thailand #39;s three violence-torn southern provinces in an extravagant government-sponsored gesture aimed at bringing peace to the predominantly Muslim region.,0
59,"Group claims execution of Italian hostages in Iraq: website (AFP) AFP - A group calling itself the  quot;Jihad Organization quot; said it had  quot;slaughtered quot; two Italian female hostages in Iraq, in a statement posted on an Islamist website.",0
60,Putin casts doubt on Iraq polls Russian President Vladimir Putin cast doubt on Tuesday over the viability of holding elections as planned next month in an Iraq under  quot;total occupation quot;.,0
61,"Venezuela plane crash kills 25 A Venezuelan air force plane carrying three crew members and 22 passengers has crashed in bad weather in central Venezuela, killing all on board, an aviation official said Sunday.",0
62,Sri Lankan opposition MP jailed A leading Sri Lankan opposition politician is given a prison sentence for defaming the supreme court.,0
63,CORRECTED: Microsoft's Ballmer Warns Asia of Linux Lawsuits (Reuters) Reuters - Microsoft Corp. Chief Executive\Officer Steve Ballmer on Thursday warned Asian governments that\they could face intellectual rights-infringement lawsuits for\using rival open-source operating platforms such as Linux.,0
64,"Tom Plate The Latest China Syndrome You can bet they have been salivating, waiting patiently for the delicious, divisive moment: for Cultural Revolution Two or Tiananmen Square Two.",0
65,"No Apology from UK Prince After Nightclub Scuffle Britain #39;s Prince Harry, struggling to shed a growing  quot;wild child quot; image, won #39;t apologize to a photographer he scuffled with outside an exclusive London nightclub, a royal spokesman said on Saturday.",0
66,"Colombian Tells of Marxist Plot Against Bush Marxist rebels had planned to assassinate President Bush last Monday during his four-hour stopover in Colombia to meet President lvaro Uribe, Defense Minister ",0
67,"Pak won #39;t give up Kashmir: Musharraf Islamabad: As Islamabad and New Delhi resume back channel diplomacy with the visit of a senior Pakistani official to India for talks with National Security Advisor JN Dixit, Pakistan President Pervez Musharraf declared his country would not give up Kashmir ",0
68,Kidnappers threaten to hand Hassan to al-Zarqawi The kidnappers of British hostage Margaret Hassan have threatened to hand her over to an al-Qaida-related group led by Abu Musab al-Zarqawi unless their demands - including the ,0
69,"Patriots Beat Colts 27-24 in NFL Opener FOXBORO, Mass. - As usual, Tom Brady was uncannily accurate as the New England Patriots moved within three games of the NFL record for consecutive victories...",0
70,"Israel arrests nuclear whistleblower for  #39;leak #39; JERUSALEM: Israeli police have put nuclear whistleblower Mordechai Vanunu under house arrest on suspicion of spilling more state secrets, seven months after he completed an 18-year prison term for treason.",0
71,Red Crescent aid convoy enters Fallujah A Red Crescent convoy of emergency supplies entered Fallujah on Saturday amid fears of a growing humanitarian crisis in the Iraqi battle zone as a massive US led offensive against rebels entered its sixth day.,0
72,"Plans to Expand Settlements Spark Anger (AP) AP - The recent announcement of plans to add more than 1,800 housing units to West Bank settlements may have sparked world anger, but on the ground it's just business as usual. The fact is  #151; settlement building never stopped.",0
73,"Russia, China Hold Trade, Anti-Terrorism Talks Russian President Vladimir Putin and China #39;s prime minister, Wen Jiabao, have met in Moscow for talks on trade and the fight against terrorism.",0
74,Prince Charles to reopen British Consulate The Prince of Wales is expected to reopen today the British Consulate General which was restored after last year #39;s suicide bomb attack in the heart of Istanbul which long with three other similar attacks killed dozens of people.,0
75,"Ivory Coast rebels agree to speed peace process Ivory Coast rebels renewed a pledge to speed up a peace initiative on Friday, a day after the UN Security Council threatened sanctions if the civil war #39;s belligerents ",0
76,"Women Voters Declines San Diego Appeal (AP) AP - The League of Women Voters of San Diego said Tuesday that it will not appeal a judge's ruling in the city's mayoral election, dealing another setback to Councilwoman Donna Frye's write-in bid.",0
77,"Sharon Tells Party Rebels He #39;s Not Afraid of Early Elections Israeli Prime Minister Ariel Sharon sent a stern warning to rebels in his Likud Party today, saying he would not hesitate to call early elections if they prevented him from bringing the moderate Labour Party into the government.",0
78,Australia is unlikely to sign nonaggression pact with Asean Prime Minister John Howard said Friday he is unlikely to sign a nonaggression pact with Australia #39;s Asian neighbors. The issue is reportedly causing tension ahead of Howard #39;s visit ,0
79,Shiite Militia Fighters Start Turning in Weapons in Baghdad Followers of radical cleric Moqtada Sadr trickled in to police stations in Baghdad #39;s Sadr City district to hand in weapons today under a deal seen as a key step toward ending weeks of fighting with US and Iraqi forces in the Shiite militant stronghold.,0
80,"Sharon urges OK of Gaza pullout JERUSALEM - Saying Israel faced a  quot;fateful hour, quot; Prime Minister Ariel Sharon urged parliament on Monday to approve his controversial plan to withdraw Jewish settlers from the Gaza Strip and a small portion of the West Bank.",0
81,SF accused of giving DUP veto over nationalist ministers The SDLP has accused Sinn Fin of giving the Democratic Unionist Party a veto over the decisions of nationalist ministers as part of the deal to restore power-sharing.,0
82,"Safe injection site visited by 600 users daily ""exceeding expectations:"" report (Canadian Press) Canadian Press - VANCOUVER (CP) - Operators of North America's first safe injection site for intravenous drug users are claiming success, saying the site has ""saved lives and improved lives.""",0
83,Bush Hopes Terror Message Resonates in N.J. (AP) AP - George W. Bush is telling voters in New Jersey  #151; a state that hasn't backed a Republican presidential candidate since 1988  #151; that his battle plan for fighting terrorists is better than Democrat John Kerry's.,0
84,"Unionists must make power-sharing pledge - Adams Unionist demands for the IRA to be wound up can be met as soon as they give a pledge to share power in Northern Ireland, Gerry Adams stressed today.",0
85,David celebrates 500th birthday \The 500th aniversary of the unveiling of Michelangelo's David is celebrated in Florence.,0
86,Congress Finishing Up  #36;338B Spending Bill (AP) AP - White House and congressional bargainers sorted through a final pile of disputes Friday on an overdue  #36;388 billion spending bill that would slice President Bush's priorities and curb a wide swath of programs.,0
87,"North Korea may test-fire missile: spy satellite data Japanese and US reconnaissance information indicates that North Korea might be preparing to test-fire either a Nodong or Taepodong ballistic missile, Japanese government sources said Thursday.",0
88,Row over Australian army photo A Sydney newspaper has published a photograph of Australian soldiers posing as members of the Ku Klux Klan. The Daily Telegraph said the soldiers were dressed like that to intimidate young Aboriginal recruits.,0
89,Pakistan assembly discards anti-speaker motion (Reuters) Reuters - Pakistan's National Assembly discarded a no-confidence motion against its speaker on Friday after opposition deputies declined to vote when the deputy speaker refused to allow all 107 of those present to speak.,0
90,"Terrorism ; Britain takes special steps to battle terrorism Terrorism News, London,Britain is drawing up far-reaching proposals to tackle terrorism, including allowing the use of phone-taps as evidence in trials and special anti-terror courts.",0
91,"US Planes Hit Iraq's Falluja, Zarqawi Man Seized  FALLUJA, Iraq (Reuters) - U.S. warplanes bombed targets in  Iraq's rebel-held city of Falluja overnight, killing two people  and wounding three, and the U.S. military said it had captured  a wanted militant on Saturday.",0
92,"U.S. Army Base Faces Uncertain Fate At Ulrich Jung's hair salon, rumors are flying about the future of this small town in the rolling hills of southwestern Germany. One customer with a buzz cut has heard that all the U.S. troops will leave by 2007. Someone else has information that they will be gone sooner, perhaps within a year.",0
93,"EU fast-tracks action to end institutional limbo Incoming European Commission head Jose Manuel Barroso acted Friday to end an unprecedented EU stalemate, by arranging fast-track confirmation hearings for his re-arranged Brussels executive team.",0
94,"ISRAELIS ARREST 2 BOMB GALS JERUSALEM - Two Palestinian women planning to carry out homicide bombings were arrested in the last two days, and Israeli forces are conducting a massive search for a third, officials said yesterday.",0
95,"M.T.A. Spent \$15 Million on Officers' Overtime A third of the M.T.A.'s police officers were paid more than \$100,000 last year, and some officers doubled and even tripled their base salaries by working overtime.",0
96,"Ivorian president fires army chief Ivory Coast President Laurent Gbagbo has fired his army chief of staff, Gen Mathias Doue, the BBC reported Saturday. Gbagbo hired Col Philipe Mangou, the field commander ",0
97,"Japan Issues Order to Deport Ex-Chess Champ Fischer  TOKYO (Reuters) - Japan on Tuesday ordered the deportation  of former world chess champion Bobby Fischer, wanted at home in  the United States for breaking sanctions, rejecting his demand  for protection as a political refugee.",0
98,"Eight children stabbed to death in China school A man armed with a knife has gone on the rampage and killed eight teenagers at a school in central China, teachers and local authorities said.",0
99,"S.Korea's Ruling Party Head Resigns on Father's Past  SEOUL (Reuters) - The chairman of South Korea's ruling Uri  Party resigned Thursday, an unexpected first casualty of  President Roh Moo-hyun's call for an inquiry into who benefited  from working with Korea's Japanese colonial rulers.",0
100,"After Delays, Milosevic Opens Defense  THE HAGUE, Aug. 31 -- Former Yugoslav president Slobodan Milosevic  launched on Tuesday a defiant defense of his conduct during the Balkan wars, accusing his enemies of conspiracies against the Serbs and insisting that his countrymen acted in self-defense.",0
101," #39;Suicide #39; theory over train crash LONDON, England -- Police investigating a train crash in southern England in which seven people died are focusing on a theory that a driver parked a car on the rails in an attempt to commit suicide.",0
102,"British Hostage Beheaded in Iraq, Insurgents Say British hostage Ken Bigley was beheaded near Baghdad on Thursday afternoon, insurgent sources in the rebel-held town of Falluja said on Friday.",0
103,"Fla. Senate Candidates Have Opposing Views (AP) AP - Republican Mel Martinez, hoping to become the first Cuban-American senator, criticized his opponent Monday for saying she would not have voted for the war in Iraq ""knowing what I know now."" The first debate between Martinez and Democrat Betty Castor comes as a new poll found Castor had erased the small gap between them.",0
104,"Basque separatists signal end to 35 years of conflict Spain #39;s banned Batasuna party, widely considered the political mouthpiece of the armed Basque separatist group Eta, offered last night to open a process of negotiations and dialogue to achieve peace in the Basque country.",0
105,Seventeen political parties demand postponement of elections Seventeen political parties on Friday demanded postponement of the Jan. 30 elections for at least six months until the government is capable of securing polling places.,0
106,"France Telecom unions call for strike to protest privatization &lt;b&gt;...&lt;/b&gt; PARIS : French trade unions called on workers at France Telecom to stage a 24-hour strike September 7 to protest government plans to privatize the public telecommunications operator, union sources said.",0
107,Brazil Makes Arrests After Kroll Raids Police raided the Brazilian offices of international security consultant Kroll Inc. and arrested five employees Wednesday in an investigation into allegations of illegal spying by Kroll during the company's probe of a nasty corporate dispute.,0
108,"Nigerian Leader Scolds Delta Officials, Militants Nigerian President Olusegun Obasanjo castigated elected officials in the oil-producing Niger Delta on Friday for failing to care more for their impoverished people as talks ",0
109,Spain #39;s  #39;Old Europe #39; connection France and Germany - united around Spain. It was an intentional contrast to the picture presented to the world 18 ,0
110,"Israeli Soldier, Militant Killed in Gaza  GAZA (Reuters) - Palestinian militants killed an Israeli  soldier and wounded four others in an ambush in the central  Gaza Strip on Tuesday, Israeli and Palestinian sources said.",0
111,Death Toll from Israel's Gaza Offensive Rises to 100  GAZA (Reuters) - Israeli air strikes killed five  Palestinians in Gaza Thursday as the Palestinian death toll  rose to 100 in a 16-day-old army offensive aimed at crushing  militants behind rocket salvos into Israel.,0
112,"Polish Woman Held Hostage in Iraq Freed (AP) AP - A Polish woman who was abducted last month from her apartment in Baghdad has been freed, the Polish prime minister said Saturday.",0
113,"Dole Questions Kerry's Vietnam Wounds CRAWFORD, Texas - Former Republican Sen. Bob Dole suggested Sunday that John Kerry apologize for past testimony before Congress about alleged atrocities during the Vietnam War and joined critics of the Democratic presidential candidate who say he received an early exit from combat for ""superficial wounds."" Dole also called on Kerry to release all the records of his service in Vietnam...",0
114,Kiwis collapse has Aussies in command of second Test (AFP) AFP - New Zealand faced the likelihood of conceding a massive first innings deficit against Australia after a clutter of wickets late on the third day of the second cricket Test at the Adelaide Oval.,0
115,"Putin moves to strengthen Kremlin's grip on power following terrorist attacks (Canadian Press) Canadian Press - MOSCOW (AP) - Responding to a string of deadly terror attacks, President Vladimir Putin on Monday moved to significantly strengthen the Kremlin's grip on power with new measures that include the naming of regional governors and an overhaul of the electoral system.",0
116,"French doctors check Arafat for virus French doctors are checking Yasser Arafat for viral infection after tests ruled out leukaemia and any other life-threatening illness, aides to the Palestinian leader said today.",0
117,"Russia Defense Minister in China Cooperation Talks (Reuters) Reuters - Russian Defense Minister Sergei Ivanov\met Chinese military leaders in Beijing Monday to discuss\cooperation between China, a fast-rising military power, and\its main foreign arms and weapons-technology supplier.",0
118,Golf: Singh revels in top spot Vijay Singh is delighted at becoming the new world number one after winning the Deutsche Bank Championship.,0
119,Khartoum agrees to bigger peace force The Sudanese government bowed to international pressure yesterday and agreed to allow more foreign troops in the stricken Darfur region.,0
120,"Botswana president wins landslide victory in general elections Botswana #39;s President Festus Mogae #39;s ruling party won a landslide victory in the country #39;s general elections during the weekends, and took well over two thirds of the 57 ",0
121,Hostage claims remain unconfirmed There is still no confirmation of reports that two Australians working as security guards in Iraq are being held hostage by Islamic extremists.,0
122,Iraqi Delegation Set for Najaf Peace Bid (Reuters) Reuters - Iraqi political and religious leaders\prepared to go to the holy city of Najaf on Tuesday in a\last-ditch bid to persuade a radical Shi'ite cleric to end a\rebellion that has killed hundreds and rattled oil markets.,0
123,"Blair apologises for Iraq intelligence, not war British Prime Minister Tony Blair has remained defiant at a Labour Party annual conference, but admitted that some mistakes had been made over the war in Iraq.",0
124,"Report: Officials search Yukos managers' homes (Canadian Press) Canadian Press - MOSCOW (AP) - Russian authorities have searched the homes of dozens of managers working for the embattled Yukos oil company in what one board member described as a massive campaign reminiscent of the Stalinist purges, a news agency reported Sunday.",0
125,"First UN Rep Office Unveiled in Sofia The first United Nations representation office was officially opened in Sofia on Monday, bringing under the same roof most of the UN agencies and programmes, working in the country.",0
126,"Foreigners flee Ivory Coast amid unrest ABIDJAN, Ivory Coast -- An exodus of foreigners from Ivory Coast showed no signs of easing yesterday as African leaders prepared to seek ways to end the crisis in the West African country.",0
127,"US tanks, planes strike Baghdad Shi #39;ite district BAGHDAD: US tanks raided the Baghdad Shi #39;ite Muslim stronghold of Sadr City this morning as aircraft bombed the area and helicopters flew low overhead, witnesses said.",0
128,"India, Pakistan to discuss troop pullback from Kashmir glacier Nuclear-armed rivals India and Pakistan will hold talks on the withdrawal of troops from a glacier in disputed Kashmir known as the world #39;s highest battlefield, a defence official said Wednesday.",0
129,"2 dead, 18 injured as powerful typhoon lashes southern Japan (Canadian Press) Canadian Press - TOKYO (AP) - A powerful typhoon lashed southern Japan on Monday, toppling trees and telephone poles with strong winds and torrential rains. Two elderly men died after being knocked down by strong winds, while 18 people were injured and one was missing.",0
130,Japanese Music Companies Are Raided (AP) AP - Japan's anti-monopoly agency raided several top record companies Thursday on suspicion they illegally blocked other firms from offering music ringtone services to mobile phone users.,0
131,"Blast hits Thai fireworks factory An explosion at a fireworks factory in central Thailand has killed at least 14 people and injured several others. It completely destroyed the factory in the city of Ayutthaya, about 70km (44 miles) north of Bangkok, and damaged nearby houses.",0
132,Pakistan foreign secretary arrives for talks Pakistan Foreign Secretary Riaz Khokhar arrived in New Delhi on Friday night to hold talks with his Indian counterpart Shyam Saran.,0
133,"US Says Iran Increasingly Isolated, Pressured, on Nuclear Issue The Bush administration says the new International Atomic Energy Agency resolution on Iran shows that Tehran is increasingly isolated over its nuclear program.",0
134,"U.N. to Deliver Aid to Haiti After Floods GONAIVES, Haiti - Bodies lay in growing piles outside morgues as U.N. peacekeepers planned the first major distribution of food and water Wednesday in this city devastated by floods that have torn apart families and left hungry crowds that have mobbed truckloads of aid...",0
135,"Iraqi official blames rebel attacks for worsening fuel shortages Iraq #39;s oil minister on Saturday blamed insurgents for the country #39;s worsening fuel shortages, saying saboteurs have targeted the oil industry to increase pressure ahead of the Jan.",0
136,Sharon seeks coalition go-ahead Israeli PM Ariel Sharon's Likud party is to  vote on whether to invite the opposition Labour Party into the coalition.,0
137,Kiev Protesters Look Ahead Opponents of Ukranian premier Viktor Yanukovychdesires seek to carry their country not only to democratic rule but also to alter the direction of its history.,0
138,Teacher sentenced for slapping Schroeder An unemployed teacher has been given a four-month suspended sentence and ordered to perform community service for slapping German Chancellor Gerhard Schroeder in the face at a Social Democrat party event in May.,0
139,"Abuses in Afghan Campaign, But UN Sees Fair Vote (Reuters) Reuters - The campaign for Afghanistan's landmark\presidential election has been marred by intimidation and\official partiality, the United Nations said on Sunday, but it\expects this week's vote to be relatively free and fair.",0
140,"Norway Shuts Embassy amid Terror Warning Norway has temporarily closed its embassy in Latvia for security reasons, the country #39;s foreign ministry said on Monday. But Oslo insisted the measure was not motivated by a new US terror warning for the Baltic state.",0
141,"EU Agrees to Lift All Sanctions on Libya  BRUSSELS (Reuters) - The European Union has agreed to  implement last year's U.N. decision to lift economic sanctions  on Libya as well as ending its arms embargo on the North  African country, diplomats said on Wednesday.",0
142,"Effort by Bush on Education Hits Obstacles Since President Bush signed No Child Left Behind, the law has imposed undeniable changes on public education, but it has also faced a backlash.",0
143,"Russian Troops Fled from Siege School Claim Locals Russian soldiers fled as shooting broke out in the violence that ended the school siege and unprepared special forces were forced to borrow bullets from armed locals ,it was claimed today.",0
144,"Blair tells Labour Party he won #39;t quit over Iraq BRIGHTON, England - British Prime Minister Tony Blair stood firm as his Labour Party #39;s annual convention began, saying he hasn #39;t considered resigning over the war in Iraq, and trying to focus attention on domestic issues.",0
145,Presidents Call on U.S. to Help Tsunami Survivors (Reuters) Reuters - U.S. presidents past and present\appealed to Americans on Monday to help victims of the Asian\tsunami as one of the biggest aid efforts in history struggled\to bring food and water to millions of desperate survivors.,0
146,"Deadly Clash in Ivory Coast as Mbeki Seeks Peace  ABIDJAN (Reuters) - Gunfire killed at least 10 and wounded  hundreds in a clash involving French troops, protesters and  local security forces in Ivory Coast on Tuesday, the fourth  straight day of chaotic violence in the West African country.",0
147,"Iran will provide nuke guarantees, declares Khatami Iran said yesterday it is ready to provide  quot;guarantees quot; it won #39;t seek nuclear weapons, and warned the United States that success in stabilizing Iraq and Afghanistan was impossible without Iranian support.",0
