,index,text,label,preprocessed_text
20,20,Chile #39;s Pinochet facing human rights charges A judge in Chile is once again trying to bring former dictator Augusto Pinochet to trial for humans rights abuses during his 1973-90 regime.,0,chile pinochet facing human right charge judge chile trying bring former dictator augusto pinochet trial human right abuse regime
21,21,"Bush to Highlight Tort Reform in Ill. (AP) AP - A little county with a reputation for big lawsuits  #151; some call it a ""judicial hellhole""  #151; is getting a visit from a man who wants to make it much tougher to sue somebody.",0,bush highlight tort reform ill. ap little county reputation big lawsuit call judicial hellhole getting visit man want make much tougher sue somebody
22,22,"Rebuffed by Party, Sharon Presses on with Gaza Plan  JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon  vowed on Thursday to press ahead with his Gaza pullout plan  despite his own party's humiliating rebuff of his bid to forge  a coalition with the pro-withdrawal Labour Party.",0,rebuffed party sharon press gaza plan jerusalem israeli prime minister ariel sharon vowed thursday press ahead gaza pullout plan despite party humiliating rebuff bid forge coalition pro-withdrawal labour party
23,23,Judge wants speed on Abu Ghraib evidence A military judge today warned the US government that the slowness of its investigations into alleged abuse at an Iraqi prison could derail the cases against the accused soldiers.,0,judge want speed abu ghraib evidence military judge today warned government slowness investigation alleged abuse iraqi prison could derail case accused soldier
24,24,"Thai Prime Minister admits army made mistakes PATTANI - Thailand #39;s Government faced withering criticism after nearly 80 Muslims suffocated to death while in Army custody, with one newspaper blaming the tragedy on the Prime Minister #39;s  quot;flawed quot; leadership.",0,thai prime minister admits army made mistake pattani thailand government faced withering criticism nearly muslim suffocated death army custody one newspaper blaming tragedy prime minister quot flawed quot leadership
25,25,"Hurricane Frances Causes Damage in Bahamas Howling winds and severe flooding brought by Hurricane Frances pounded the Bahamas for two days, leaving at least two people dead, homes destroyed and yards littered with mangled trees.",0,hurricane france cause damage bahamas howling wind severe flooding brought hurricane france pounded bahamas two day leaving least two people dead home destroyed yard littered mangled tree
26,26,"Italian premier tells EU immigration control top priority Italian Prime Minister Silvio Berlusconi said Thursday that the problem of immigration was one of three priority issues facing his government, the day after it resumed mass deportations of illegal immigrants.",0,italian premier tell eu immigration control top priority italian prime minister silvio berlusconi said thursday problem immigration one three priority issue facing government day resumed mass deportation illegal immigrant
27,27,"Bush defends action against Iraq President Bush backs his policy on Iraq, despite confirmation that Saddam Hussein did not have WMD.",0,bush defends action iraq president bush back policy iraq despite confirmation saddam hussein wmd
28,28,"Blast in Gaza House Kills at Least Two (AP) AP - An explosion in a house in Gaza City early Wednesday killed at least two people, Palestinian witnesses said. It was not immediately known what caused the blast.",0,blast gaza house kill least two ap explosion house gaza city early wednesday killed least two people palestinian witness said immediately known caused blast
29,29,"PM says his Chinese visit to strengthen close ties ISLAMABAD, Dec 14 (NNI): Prime Minister Mr. Shaukat Aziz Tuesday said his visit will China will go a long way to strengthen existing close ties between the two countries in all fields.",0,pm say chinese visit strengthen close tie islamabad dec prime minister mr. shaukat aziz tuesday said visit china go long way strengthen existing close tie two country field
30,30,"Blair outlines Sudan demands Tony Blair today said the Sudanese government had agreed to a five-point action plan aimed at ending the conflict in Darfur, which has resulted in what the UN describes as the world #39;s worst humanitarian crisis.",0,blair outline sudan demand tony blair today said sudanese government agreed five-point action plan aimed ending conflict darfur resulted un describes world worst humanitarian crisis
31,31,Iranian MP welcomes Allawi visit to Tehran Iranian Majlis deputy and member of foreign policy and national security commission Elham Aminzadeh said Monday the forthcoming trip of Iraqi Prime Minister Iyad Allawi to Iran ushers in a new chapter in bilateral relations.,0,iranian mp welcome allawi visit tehran iranian majlis deputy member foreign policy national security commission elham aminzadeh said monday forthcoming trip iraqi prime minister iyad allawi iran usher new chapter bilateral relation
32,32,Rwanda snubs UN forces in DR Congo Rwanda tells the UN Security Council its plans to disarm rebels across the border in DR Congo will not work.,0,rwanda snub un force dr congo rwanda tell un security council plan disarm rebel across border dr congo work
33,33,Arbitration Court Rules That Hamm Is Gold Medal Winner in Gymnastics The courts decision marked the official end of a controversy that had simmered since Paul Hamm captured the gold after a close finish.,0,arbitration court rule hamm gold medal winner gymnastics court decision marked official end controversy simmered since paul hamm captured gold close finish
34,34,"Hostage Takers Widen Demands Beyond Iraqi Affairs BAGHDAD, Aug 29 (AFP) - For the first time since the kidnappings of foreigners started in Iraq in April, hostage takers have set conditions external to the country by demanding that France lift a ban on Islamic headscarves in state schools.",0,hostage taker widen demand beyond iraqi affair baghdad aug first time since kidnapping foreigner started iraq april hostage taker set condition external country demanding france lift ban islamic headscarf state school
35,35,"US: Sudan attacks racially based While not directly calling the crisis in Darfur a genocide, the US State Department has said that interviews with Sudanese refugees indicated attacks against the regions #39; black Africans appeared to be racially motivated.",0,sudan attack racially based directly calling crisis darfur genocide state department said interview sudanese refugee indicated attack region black african appeared racially motivated
36,36,Bush lifts Libya trade sanctions The US lifts a trade embargo to reward Libya for its decision to give up weapons of mass destruction.,0,bush lift libya trade sanction lift trade embargo reward libya decision give weapon mass destruction
37,37,"Republicans, Democrats Swap Louisiana House Seats (Reuters) Reuters - The 2004 U.S. elections ended on\Saturday with Republicans and Democrats swapping one U.S. House\of Representatives seat each in runoff elections in Louisiana.",0,republican democrat swap louisiana house seat reuters u.s. election ended saturday republican democrat swapping one u.s. house representative seat runoff election louisiana
38,38,Elton sells off photo collection Sir Elton John is to sell off part of his extensive photographic collection at an auction in New York.,0,elton sell photo collection sir elton john sell part extensive photographic collection auction new york
39,39,"CLIFFORD D. MAY: Shouldn #39;t Palestinians have a real election? (SH) - In Afghanistan, Hamid Karzai defeated a raft of candidates to win his historic election. In Iraq, more than 200 political parties have registered for next month #39;s elections.",0,clifford d. may palestinian real election afghanistan hamid karzai defeated raft candidate win historic election iraq political party registered next month election
40,40,Barrichello takes Monza win Rubens Barrichello leads home Michael Schumacher to seal a Ferrari one-two at the Italian Grand Prix.,0,barrichello take monza win rubens barrichello lead home michael schumacher seal ferrari one-two italian grand prix
41,41,More Aftershocks as Japan Aids Quake Victims Japan resumed rescue efforts at first light on Monday as aftershocks rattled the area where the country #39;s deadliest earthquake in nine years killed at least 23 ,0,aftershock japan aid quake victim japan resumed rescue effort first light monday aftershock rattled area country deadliest earthquake nine year killed least
42,42,"Walk the reforms road, UN tells Myanmar YANGON, Oct. 20. - A change in Myanmars political leadership brought fresh calls today for the military-ruled south-east Asian country to carry on with promises to restore democracy.",0,walk reform road un tell myanmar yangon oct. change myanmar political leadership brought fresh call today military-ruled south-east asian country carry promise restore democracy
43,43,"Israeli forces kill two Palestinians in Gaza gunfight JERUSALEM - Israeli forces shot dead two Palestinian gunmen Wednesday during a firefight in the northern Gaza Strip, Israeli military sources said.",0,israeli force kill two palestinian gaza gunfight jerusalem israeli force shot dead two palestinian gunman wednesday firefight northern gaza strip israeli military source said
44,44,Four held as raid uncovers  #39;plot to buy dirty bomb #39; Four men have been arrested on suspicion of terrorist offences as part of a planned operation by the Metropolitan Police. The men are suspected of attempting to buy radioactive material for ,0,four held raid uncovers plot buy dirty bomb four men arrested suspicion terrorist offence part planned operation metropolitan police men suspected attempting buy radioactive material
45,45,"Putin: Iraq Still Too Dangerous for Russian Firms Iraq is still too dangerous for Russian companies to work there, President Vladimir Putin was quoted as saying on Friday.  quot;Our companies are ready to return to Iraq as soon as the necessary ",0,putin iraq still dangerous russian firm iraq still dangerous russian company work president vladimir putin quoted saying friday quot company ready return iraq soon necessary
46,46,Senior officers threaten to quit Israeli army in settlements rift Senior military officers have threatened to leave the Israeli army in protest at Ariel Sharon #39;s proposals for disengagement from Gaza.,0,senior officer threaten quit israeli army settlement rift senior military officer threatened leave israeli army protest ariel sharon proposal disengagement gaza
47,47,Ex-OAS Chief Ordered Held in Costa Rica (AP) AP - A Costa Rican appeals court judge ordered the former head of the Organization of American States jailed Friday while prosecutors prepare corruption charges against him for allegedly accepting kickbacks when he was the nation's president.,0,ex-oas chief ordered held costa rica ap costa rican appeal court judge ordered former head organization american state jailed friday prosecutor prepare corruption charge allegedly accepting kickback nation president
48,48,Armed Group Claims to Have Iraq Explosives (AP) AP - An armed group claimed in a video Thursday to have obtained a large amount of explosives missing from a munitions depot facility in Iraq and threatened to use them against foreign troops.,0,armed group claim iraq explosive ap armed group claimed video thursday obtained large amount explosive missing munition depot facility iraq threatened use foreign troop
49,49,After the  #39;Road Map #39; What Ariel Sharon has been indicating for months is now stated Israeli policy: The US-drawn  quot;road map quot; to a Palestinian state is locked in the glove compartment - along with other failed peace plans.,0,road map ariel sharon indicating month stated israeli policy us-drawn quot road map quot palestinian state locked glove compartment along failed peace plan
50,50,"A Mild Shanghai Lawyer and His Accidental Crusade The personal history of Guo Guoting is of the hard-knock variety commonplace in China, where one old rule endures: you can't fight City Hall.",0,mild shanghai lawyer accidental crusade personal history guo guoting hard-knock variety commonplace china one old rule endures ca n't fight city hall
51,51,"Final Touches Set on Africa Great Lakes Peace Plan (Reuters) Reuters - African leaders put final touches\on a new, U.N.-backed peace plan for the troubled Great Lakes\countries on Saturday amid fresh allegations of gun-running,\abuse and violence in the vast, volatile region.",0,final touch set africa great lake peace plan reuters african leader put final touch new u.n.-backed peace plan troubled great lake country saturday amid fresh allegation gun-running abuse violence vast volatile region
52,52,"U.S. Rules Out Iraq Women Prisoner Release BAGHDAD, Iraq - Authorities insisted they won't give in to militants' demands to free female Iraqi prisoners despite the plea of a tearful British hostage begging Britain to save his life in a video released by his captors.    The captive, Kenneth Bigley, appealed to British Prime Minister Tony Blair to intervene...",0,u.s. rule iraq woman prisoner release baghdad iraq authority insisted wo n't give militant demand free female iraqi prisoner despite plea tearful british hostage begging britain save life video released captor captive kenneth bigley appealed british prime minister tony blair intervene
53,53,Thousands flock for glimpse of new Cambodian king as coronation &lt;b&gt;...&lt;/b&gt; PHNOM PENH : Thousands of Cambodians flocked to the royal palace to catch a glimpse of new King Norodom Sihamoni as his formal coronation period ended with the extinguishing of a candle.,0,thousand flock glimpse new cambodian king coronation phnom penh thousand cambodian flocked royal palace catch glimpse new king norodom sihamoni formal coronation period ended extinguishing candle
54,54,Israel Urged to Limit Military Response (AP) AP - The State Department called on Israel Friday to limit its military response to a rocket attack by Hamas that killed two small Israeli children.,0,israel urged limit military response ap state department called israel friday limit military response rocket attack hamas killed two small israeli child
55,55,"Spacewalking Astronauts Replace Equipment CAPE CANAVERAL, Fla. - Leaving their orbiting outpost unmanned, the international space station's two astronauts floated outside on a spacewalk Friday and plugged in new antennas and replaced a worn-out piece of cooling equipment...",0,spacewalking astronaut replace equipment cape canaveral fla. leaving orbiting outpost unmanned international space station two astronaut floated outside spacewalk friday plugged new antenna replaced worn-out piece cooling equipment
56,56,"India to build oil pipeline to Nepal India is to build a pipeline into Nepal to ensure smooth supply of petroleum products in the Himalayan nation torn by an increasingly violent Maoist insurgency, an oil official said on Thursday.",0,india build oil pipeline nepal india build pipeline nepal ensure smooth supply petroleum product himalayan nation torn increasingly violent maoist insurgency oil official said thursday
57,57,"AP Reporter Recalls Deng for His Humor (AP) AP - Many Americans remember the late Deng Xiaoping as a little man with big ideas at a Houston, Texas, barbecue grinning up at the cameras from under a ten-gallon hat.",0,ap reporter recall deng humor ap many american remember late deng xiaoping little man big idea houston texas barbecue grinning camera ten-gallon hat
58,58,Cranes rain down as peace gesture Millions of origami paper cranes yesterday rained down upon Thailand #39;s three violence-torn southern provinces in an extravagant government-sponsored gesture aimed at bringing peace to the predominantly Muslim region.,0,crane rain peace gesture million origami paper crane yesterday rained upon thailand three violence-torn southern province extravagant government-sponsored gesture aimed bringing peace predominantly muslim region
59,59,"Group claims execution of Italian hostages in Iraq: website (AFP) AFP - A group calling itself the  quot;Jihad Organization quot; said it had  quot;slaughtered quot; two Italian female hostages in Iraq, in a statement posted on an Islamist website.",0,group claim execution italian hostage iraq website afp group calling quot jihad organization quot said quot slaughtered quot two italian female hostage iraq statement posted islamist website
60,60,Putin casts doubt on Iraq polls Russian President Vladimir Putin cast doubt on Tuesday over the viability of holding elections as planned next month in an Iraq under  quot;total occupation quot;.,0,putin cast doubt iraq poll russian president vladimir putin cast doubt tuesday viability holding election planned next month iraq quot total occupation quot
61,61,"Venezuela plane crash kills 25 A Venezuelan air force plane carrying three crew members and 22 passengers has crashed in bad weather in central Venezuela, killing all on board, an aviation official said Sunday.",0,venezuela plane crash kill venezuelan air force plane carrying three crew member passenger crashed bad weather central venezuela killing board aviation official said sunday
62,62,Sri Lankan opposition MP jailed A leading Sri Lankan opposition politician is given a prison sentence for defaming the supreme court.,0,sri lankan opposition mp jailed leading sri lankan opposition politician given prison sentence defaming supreme court
63,63,CORRECTED: Microsoft's Ballmer Warns Asia of Linux Lawsuits (Reuters) Reuters - Microsoft Corp. Chief Executive\Officer Steve Ballmer on Thursday warned Asian governments that\they could face intellectual rights-infringement lawsuits for\using rival open-source operating platforms such as Linux.,0,corrected microsoft ballmer warns asia linux lawsuit reuters microsoft corp. chief executive officer steve ballmer thursday warned asian government could face intellectual rights-infringement lawsuit using rival open-source operating platform linux
64,64,"Tom Plate The Latest China Syndrome You can bet they have been salivating, waiting patiently for the delicious, divisive moment: for Cultural Revolution Two or Tiananmen Square Two.",0,tom plate latest china syndrome bet salivating waiting patiently delicious divisive moment cultural revolution two tiananmen square two
65,65,"No Apology from UK Prince After Nightclub Scuffle Britain #39;s Prince Harry, struggling to shed a growing  quot;wild child quot; image, won #39;t apologize to a photographer he scuffled with outside an exclusive London nightclub, a royal spokesman said on Saturday.",0,apology uk prince nightclub scuffle britain prince harry struggling shed growing quot wild child quot image apologize photographer scuffled outside exclusive london nightclub royal spokesman said saturday
66,66,"Colombian Tells of Marxist Plot Against Bush Marxist rebels had planned to assassinate President Bush last Monday during his four-hour stopover in Colombia to meet President lvaro Uribe, Defense Minister ",0,colombian tell marxist plot bush marxist rebel planned assassinate president bush last monday four-hour stopover colombia meet president lvaro uribe defense minister
67,67,"Pak won #39;t give up Kashmir: Musharraf Islamabad: As Islamabad and New Delhi resume back channel diplomacy with the visit of a senior Pakistani official to India for talks with National Security Advisor JN Dixit, Pakistan President Pervez Musharraf declared his country would not give up Kashmir ",0,pak give kashmir musharraf islamabad islamabad new delhi resume back channel diplomacy visit senior pakistani official india talk national security advisor jn dixit pakistan president pervez musharraf declared country would give kashmir
68,68,Kidnappers threaten to hand Hassan to al-Zarqawi The kidnappers of British hostage Margaret Hassan have threatened to hand her over to an al-Qaida-related group led by Abu Musab al-Zarqawi unless their demands - including the ,0,kidnapper threaten hand hassan al-zarqawi kidnapper british hostage margaret hassan threatened hand al-qaida-related group led abu musab al-zarqawi unless demand including
69,69,"Patriots Beat Colts 27-24 in NFL Opener FOXBORO, Mass. - As usual, Tom Brady was uncannily accurate as the New England Patriots moved within three games of the NFL record for consecutive victories...",0,patriot beat colt nfl opener foxboro mass usual tom brady uncannily accurate new england patriot moved within three game nfl record consecutive victory
70,70,"Israel arrests nuclear whistleblower for  #39;leak #39; JERUSALEM: Israeli police have put nuclear whistleblower Mordechai Vanunu under house arrest on suspicion of spilling more state secrets, seven months after he completed an 18-year prison term for treason.",0,israel arrest nuclear whistleblower leak jerusalem israeli police put nuclear whistleblower mordechai vanunu house arrest suspicion spilling state secret seven month completed -year prison term treason
71,71,Red Crescent aid convoy enters Fallujah A Red Crescent convoy of emergency supplies entered Fallujah on Saturday amid fears of a growing humanitarian crisis in the Iraqi battle zone as a massive US led offensive against rebels entered its sixth day.,0,red crescent aid convoy enters fallujah red crescent convoy emergency supply entered fallujah saturday amid fear growing humanitarian crisis iraqi battle zone massive led offensive rebel entered sixth day
72,72,"Plans to Expand Settlements Spark Anger (AP) AP - The recent announcement of plans to add more than 1,800 housing units to West Bank settlements may have sparked world anger, but on the ground it's just business as usual. The fact is  #151; settlement building never stopped.",0,plan expand settlement spark anger ap recent announcement plan add housing unit west bank settlement may sparked world anger ground business usual fact settlement building never stopped
73,73,"Russia, China Hold Trade, Anti-Terrorism Talks Russian President Vladimir Putin and China #39;s prime minister, Wen Jiabao, have met in Moscow for talks on trade and the fight against terrorism.",0,russia china hold trade anti-terrorism talk russian president vladimir putin china prime minister wen jiabao met moscow talk trade fight terrorism
74,74,Prince Charles to reopen British Consulate The Prince of Wales is expected to reopen today the British Consulate General which was restored after last year #39;s suicide bomb attack in the heart of Istanbul which long with three other similar attacks killed dozens of people.,0,prince charles reopen british consulate prince wale expected reopen today british consulate general restored last year suicide bomb attack heart istanbul long three similar attack killed dozen people
75,75,"Ivory Coast rebels agree to speed peace process Ivory Coast rebels renewed a pledge to speed up a peace initiative on Friday, a day after the UN Security Council threatened sanctions if the civil war #39;s belligerents ",0,ivory coast rebel agree speed peace process ivory coast rebel renewed pledge speed peace initiative friday day un security council threatened sanction civil war belligerent
76,76,"Women Voters Declines San Diego Appeal (AP) AP - The League of Women Voters of San Diego said Tuesday that it will not appeal a judge's ruling in the city's mayoral election, dealing another setback to Councilwoman Donna Frye's write-in bid.",0,woman voter decline san diego appeal ap league woman voter san diego said tuesday appeal judge ruling city mayoral election dealing another setback councilwoman donna frye write-in bid
77,77,"Sharon Tells Party Rebels He #39;s Not Afraid of Early Elections Israeli Prime Minister Ariel Sharon sent a stern warning to rebels in his Likud Party today, saying he would not hesitate to call early elections if they prevented him from bringing the moderate Labour Party into the government.",0,sharon tell party rebel afraid early election israeli prime minister ariel sharon sent stern warning rebel likud party today saying would hesitate call early election prevented bringing moderate labour party government
78,78,Australia is unlikely to sign nonaggression pact with Asean Prime Minister John Howard said Friday he is unlikely to sign a nonaggression pact with Australia #39;s Asian neighbors. The issue is reportedly causing tension ahead of Howard #39;s visit ,0,australia unlikely sign nonaggression pact asean prime minister john howard said friday unlikely sign nonaggression pact australia asian neighbor issue reportedly causing tension ahead howard visit
79,79,Shiite Militia Fighters Start Turning in Weapons in Baghdad Followers of radical cleric Moqtada Sadr trickled in to police stations in Baghdad #39;s Sadr City district to hand in weapons today under a deal seen as a key step toward ending weeks of fighting with US and Iraqi forces in the Shiite militant stronghold.,0,shiite militia fighter start turning weapon baghdad follower radical cleric moqtada sadr trickled police station baghdad sadr city district hand weapon today deal seen key step toward ending week fighting iraqi force shiite militant stronghold
80,80,"Sharon urges OK of Gaza pullout JERUSALEM - Saying Israel faced a  quot;fateful hour, quot; Prime Minister Ariel Sharon urged parliament on Monday to approve his controversial plan to withdraw Jewish settlers from the Gaza Strip and a small portion of the West Bank.",0,sharon urge ok gaza pullout jerusalem saying israel faced quot fateful hour quot prime minister ariel sharon urged parliament monday approve controversial plan withdraw jewish settler gaza strip small portion west bank
81,81,SF accused of giving DUP veto over nationalist ministers The SDLP has accused Sinn Fin of giving the Democratic Unionist Party a veto over the decisions of nationalist ministers as part of the deal to restore power-sharing.,0,sf accused giving dup veto nationalist minister sdlp accused sinn fin giving democratic unionist party veto decision nationalist minister part deal restore power-sharing
82,82,"Safe injection site visited by 600 users daily ""exceeding expectations:"" report (Canadian Press) Canadian Press - VANCOUVER (CP) - Operators of North America's first safe injection site for intravenous drug users are claiming success, saying the site has ""saved lives and improved lives.""",0,safe injection site visited user daily exceeding expectation report canadian press vancouver operator north america first safe injection site intravenous drug user claiming success saying site saved life improved life
83,83,Bush Hopes Terror Message Resonates in N.J. (AP) AP - George W. Bush is telling voters in New Jersey  #151; a state that hasn't backed a Republican presidential candidate since 1988  #151; that his battle plan for fighting terrorists is better than Democrat John Kerry's.,0,bush hope terror message resonates n.j. ap george w. bush telling voter new jersey state n't backed republican presidential candidate since battle plan fighting terrorist better democrat john kerry
84,84,"Unionists must make power-sharing pledge - Adams Unionist demands for the IRA to be wound up can be met as soon as they give a pledge to share power in Northern Ireland, Gerry Adams stressed today.",0,unionist must make power-sharing pledge adam unionist demand ira wound met soon give pledge share power northern ireland gerry adam stressed today
85,85,David celebrates 500th birthday \The 500th aniversary of the unveiling of Michelangelo's David is celebrated in Florence.,0,david celebrates birthday aniversary unveiling michelangelo david celebrated florence
86,86,Congress Finishing Up  #36;338B Spending Bill (AP) AP - White House and congressional bargainers sorted through a final pile of disputes Friday on an overdue  #36;388 billion spending bill that would slice President Bush's priorities and curb a wide swath of programs.,0,congress finishing spending bill ap white house congressional bargainer sorted final pile dispute friday overdue billion spending bill would slice president bush priority curb wide swath program
87,87,"North Korea may test-fire missile: spy satellite data Japanese and US reconnaissance information indicates that North Korea might be preparing to test-fire either a Nodong or Taepodong ballistic missile, Japanese government sources said Thursday.",0,north korea may test-fire missile spy satellite data japanese reconnaissance information indicates north korea might preparing test-fire either nodong taepodong ballistic missile japanese government source said thursday
88,88,Row over Australian army photo A Sydney newspaper has published a photograph of Australian soldiers posing as members of the Ku Klux Klan. The Daily Telegraph said the soldiers were dressed like that to intimidate young Aboriginal recruits.,0,row australian army photo sydney newspaper published photograph australian soldier posing member ku klux klan daily telegraph said soldier dressed like intimidate young aboriginal recruit
89,89,Pakistan assembly discards anti-speaker motion (Reuters) Reuters - Pakistan's National Assembly discarded a no-confidence motion against its speaker on Friday after opposition deputies declined to vote when the deputy speaker refused to allow all 107 of those present to speak.,0,pakistan assembly discard anti-speaker motion reuters pakistan national assembly discarded no-confidence motion speaker friday opposition deputy declined vote deputy speaker refused allow present speak
90,90,"Terrorism ; Britain takes special steps to battle terrorism Terrorism News, London,Britain is drawing up far-reaching proposals to tackle terrorism, including allowing the use of phone-taps as evidence in trials and special anti-terror courts.",0,terrorism britain take special step battle terrorism terrorism news london britain drawing far-reaching proposal tackle terrorism including allowing use phone-taps evidence trial special anti-terror court
